
[parse_sam] # Query: 0 len=1163
CUFF.1535.1: no touched! length 2674
CUFF.1536.1: no touched! length 794
CUFF.1537.1: no touched! length 5293
CUFF.1538.1: no touched! length 3353
CUFF.1539.1: no touched! length 2264
CUFF.1540.1: no touched! length 1213
CUFF.1541.1: no touched! length 498
CUFF.1542.1: no touched! length 2338
CUFF.1543.1: no touched! length 2224
CUFF.1544.1: no touched! length 1940
CUFF.1545.1: no touched! length 1539
CUFF.1546.1: no touched! length 2817
CUFF.1547.1: no touched! length 1530
CUFF.1548.1: no touched! length 3706
CUFF.1549.1: no touched! length 1187
CUFF.1550.1: no touched! length 2081
CUFF.1551.1: no touched! length 2297
CUFF.1552.1: no touched! length 1824
CUFF.1553.1: no touched! length 4797
CUFF.1554.1: no touched! length 2129
CUFF.1555.1: no touched! length 3035
CUFF.1556.1: no touched! length 3286
CUFF.1557.1: no touched! length 1578
CUFF.1558.1: no touched! length 5027
CUFF.1559.1: no touched! length 200
CUFF.1560.1: no touched! length 347
CUFF.1561.1: no touched! length 1853
CUFF.1562.1: no touched! length 1631
CUFF.1563.1: no touched! length 705
CUFF.1564.1: no touched! length 1921
CUFF.1565.1: no touched! length 1701
CUFF.1566.1: no touched! length 2754
CUFF.1567.1: no touched! length 1903
CUFF.1568.1: no touched! length 3233
CUFF.1569.1: no touched! length 2411
CUFF.1570.1: no touched! length 4923
CUFF.1571.1: no touched! length 3317
CUFF.1572.1: no touched! length 2833
CUFF.1573.1: no touched! length 1888
CUFF.1574.1: no touched! length 1116
CUFF.1575.1: no touched! length 2482
CUFF.1576.1: no touched! length 2218
CUFF.1577.1: no touched! length 3795
CUFF.1578.1: no touched! length 1840
CUFF.1579.1: no touched! length 3712
CUFF.1580.1: no touched! length 3931
CUFF.1581.1: no touched! length 3528
CUFF.1582.1: no touched! length 6573
CUFF.1583.1: no touched! length 1837
CUFF.1584.1: no touched! length 1410
CUFF.1585.1: no touched! length 5027
CUFF.1586.1: no touched! length 357
CUFF.1587.1: no touched! length 754
CUFF.1588.1: no touched! length 1985
CUFF.1589.1: no touched! length 6085
CUFF.1590.1: no touched! length 5222
CUFF.1591.1: no touched! length 3566
CUFF.1592.1: no touched! length 1762
CUFF.1593.1: no touched! length 2291
CUFF.1594.1: no touched! length 5619
CUFF.1595.1: no touched! length 4491
CUFF.1596.1: no touched! length 4454
CUFF.1597.1: no touched! length 2021
CUFF.1598.1: no touched! length 2664
CUFF.1599.1: no touched! length 2255
CUFF.1600.1: no touched! length 6372
CUFF.1601.1: no touched! length 12446
CUFF.1602.1: no touched! length 1375
CUFF.1603.1: no touched! length 2506
CUFF.1604.1: no touched! length 1377
CUFF.1605.1: no touched! length 1691
CUFF.1606.1: no touched! length 4672
CUFF.1607.1: no touched! length 1563
CUFF.1608.1: no touched! length 502
CUFF.1609.1: no touched! length 2881
CUFF.1610.1: no touched! length 1091
CUFF.1611.1: no touched! length 1593
CUFF.1612.1: no touched! length 5890
CUFF.1613.1: no touched! length 2837
CUFF.1614.1: no touched! length 8809
CUFF.1615.1: no touched! length 4615
CUFF.1616.1: no touched! length 1519
CUFF.1617.1: no touched! length 2488
CUFF.1618.1: no touched! length 2684
CUFF.1619.1: no touched! length 1568
CUFF.1620.1: no touched! length 4295
CUFF.1621.1: no touched! length 484
CUFF.1622.1: no touched! length 2560
CUFF.1623.1: no touched! length 1744
CUFF.1624.1: no touched! length 517
CUFF.1625.1: no touched! length 1485
CUFF.1626.1: no touched! length 2890
CUFF.1627.1: no touched! length 4066
CUFF.1628.1: no touched! length 4259
CUFF.1629.1: no touched! length 3968
CUFF.1630.1: no touched! length 911
CUFF.1631.1: no touched! length 520
CUFF.1632.1: no touched! length 4176
CUFF.1633.1: no touched! length 658
CUFF.1634.1: no touched! length 2858
CUFF.1635.1: no touched! length 1334
CUFF.1636.1: no touched! length 541
CUFF.1637.1: no touched! length 856
CUFF.1638.1: no touched! length 4308
CUFF.1639.1: no touched! length 2251
CUFF.1640.1: no touched! length 1912
CUFF.1641.1: no touched! length 3211
CUFF.1642.1: no touched! length 534
CUFF.1643.1: no touched! length 1186
CUFF.1644.1: no touched! length 1762
CUFF.1645.1: no touched! length 892
CUFF.1646.1: no touched! length 2969
CUFF.1647.1: no touched! length 1259
CUFF.1648.1: no touched! length 613
CUFF.1649.1: no touched! length 1305
CUFF.1650.1: no touched! length 2081
CUFF.1651.1: no touched! length 1617
CUFF.1652.1: no touched! length 657
CUFF.1653.1: no touched! length 1555
CUFF.1654.1: no touched! length 4192
CUFF.1655.1: no touched! length 4993
CUFF.1656.1: no touched! length 4643
CUFF.1657.1: no touched! length 4074
CUFF.1658.1: no touched! length 1233
CUFF.1659.1: no touched! length 938
CUFF.1660.1: no touched! length 2065
CUFF.1661.1: no touched! length 1728
CUFF.1662.1: no touched! length 978
CUFF.1663.1: no touched! length 6417
CUFF.1664.1: no touched! length 1501
CUFF.1665.1: no touched! length 871
CUFF.1666.1: no touched! length 3720
CUFF.1667.1: no touched! length 1217
CUFF.1668.1: no touched! length 2363
CUFF.1669.1: no touched! length 4432
CUFF.1670.1: no touched! length 374
CUFF.1671.1: no touched! length 1244
CUFF.1672.1: no touched! length 1311
CUFF.1673.1: no touched! length 1917
CUFF.1674.1: no touched! length 1224
CUFF.1675.1: no touched! length 859
CUFF.1676.1: no touched! length 3636
CUFF.1677.1: no touched! length 3452
CUFF.1678.1: no touched! length 238
CUFF.1679.1: no touched! length 8693
CUFF.1680.1: no touched! length 797
CUFF.1681.1: no touched! length 2492
CUFF.1682.1: no touched! length 2938
CUFF.1683.1: no touched! length 7199
CUFF.1684.1: no touched! length 3427
CUFF.1685.1: no touched! length 2664
CUFF.1686.1: no touched! length 3267
CUFF.1687.1: no touched! length 1336
CUFF.1688.1: no touched! length 1678
CUFF.1689.1: no touched! length 3042
CUFF.1690.1: no touched! length 2212
CUFF.1691.1: no touched! length 2312
CUFF.1692.1: no touched! length 2308
CUFF.1693.1: no touched! length 1685
CUFF.1694.1: no touched! length 1966
CUFF.1695.1: no touched! length 2781
CUFF.1696.1: no touched! length 1984
CUFF.1697.1: no touched! length 2052
CUFF.1698.1: no touched! length 1008
CUFF.1699.1: no touched! length 2191
CUFF.1700.1: no touched! length 2008
CUFF.1701.1: no touched! length 2414
CUFF.1702.1: no touched! length 1366
CUFF.1703.1: no touched! length 677
CUFF.1704.1: no touched! length 1296
CUFF.1705.1: no touched! length 3828
CUFF.1706.1: no touched! length 1728
CUFF.1707.1: no touched! length 2565
CUFF.1708.1: no touched! length 2357
CUFF.1709.1: no touched! length 1083
CUFF.1710.1: no touched! length 2914
CUFF.1711.1: no touched! length 2700
CUFF.1712.1: no touched! length 1092
CUFF.1713.1: no touched! length 1209
CUFF.1714.1: no touched! length 1397
CUFF.1715.1: no touched! length 2058
CUFF.1716.1: no touched! length 1941
CUFF.1717.1: no touched! length 1467
CUFF.1718.1: no touched! length 930
CUFF.1719.1: no touched! length 1105
CUFF.1720.1: no touched! length 1608
CUFF.1721.1: no touched! length 1760
CUFF.1722.1: no touched! length 1203
CUFF.1723.1: no touched! length 4674
CUFF.1724.1: no touched! length 944
CUFF.1725.1: no touched! length 1045
CUFF.1726.1: no touched! length 1220
CUFF.1727.1: no touched! length 2417
CUFF.1728.1: no touched! length 1693
CUFF.1729.1: no touched! length 2410
CUFF.1730.1: no touched! length 853
CUFF.1731.1: no touched! length 2176
CUFF.1732.1: no touched! length 1438
CUFF.1733.1: no touched! length 5111
CUFF.1734.1: no touched! length 1262
CUFF.1735.1: no touched! length 4083
CUFF.1736.1: no touched! length 3356
CUFF.1737.1: no touched! length 2920
CUFF.1738.1: no touched! length 1637
CUFF.1739.1: no touched! length 3289
CUFF.1740.1: no touched! length 7593
CUFF.1741.1: no touched! length 7616
CUFF.1742.1: no touched! length 5777
CUFF.1743.1: no touched! length 5608
CUFF.1744.1: no touched! length 1870
CUFF.1745.1: no touched! length 2492
CUFF.1746.1: no touched! length 2823
CUFF.1747.1: no touched! length 3050
CUFF.1748.1: no touched! length 1994
CUFF.1749.1: no touched! length 3487
CUFF.1750.1: no touched! length 2626
CUFF.1751.1: no touched! length 3133
CUFF.1752.1: no touched! length 3185
CUFF.1753.1: no touched! length 997
CUFF.1754.1: no touched! length 1260
CUFF.1755.1: no touched! length 3024
CUFF.1756.1: no touched! length 2304
CUFF.1757.1: no touched! length 3720
CUFF.1758.1: no touched! length 1895
CUFF.1759.1: no touched! length 2657
CUFF.1760.1: no touched! length 2084
CUFF.1761.1: no touched! length 1029
CUFF.1762.1: no touched! length 1903
CUFF.1763.1: no touched! length 6852
CUFF.1764.1: no touched! length 3722
CUFF.1765.1: no touched! length 961
CUFF.1766.1: no touched! length 1601
CUFF.1767.1: no touched! length 1355
CUFF.1768.1: no touched! length 1578
CUFF.1769.1: no touched! length 3537
CUFF.1770.1: no touched! length 2822
CUFF.1771.1: no touched! length 475
CUFF.1772.1: no touched! length 1814
CUFF.1773.1: no touched! length 4266
CUFF.1774.1: no touched! length 2694
CUFF.1775.1: no touched! length 3967
CUFF.1776.1: no touched! length 2413
CUFF.1777.1: no touched! length 1068
CUFF.1778.1: no touched! length 1636
CUFF.1779.1: no touched! length 3431
CUFF.1780.1: no touched! length 2281
CUFF.1781.1: no touched! length 3083
CUFF.1782.1: no touched! length 2471
CUFF.1783.1: no touched! length 941
CUFF.1784.1: no touched! length 3823
CUFF.1785.1: no touched! length 2042
CUFF.1786.1: no touched! length 2064
CUFF.1787.1: no touched! length 1796
CUFF.1788.1: no touched! length 2028
CUFF.1789.1: no touched! length 1900
CUFF.1790.1: no touched! length 2045
CUFF.1791.1: no touched! length 2775
CUFF.1792.1: no touched! length 1337
CUFF.1793.1: no touched! length 1495
CUFF.1794.1: no touched! length 2981
CUFF.1795.1: no touched! length 5860
CUFF.1796.1: no touched! length 837
CUFF.1797.1: no touched! length 1836
CUFF.1798.1: no touched! length 9059
CUFF.1799.1: no touched! length 1185
CUFF.1800.1: no touched! length 733
CUFF.1801.1: no touched! length 709
CUFF.1802.1: no touched! length 1040
CUFF.1803.1: no touched! length 853
CUFF.1804.1: no touched! length 3840
CUFF.1805.1: no touched! length 3263
CUFF.1806.1: no touched! length 2246
CUFF.1807.1: no touched! length 2588
CUFF.1808.1: no touched! length 2381
CUFF.1809.1: no touched! length 777
CUFF.1810.1: no touched! length 1668
CUFF.1811.1: no touched! length 2867
CUFF.1812.1: no touched! length 575
CUFF.1813.1: no touched! length 1777
CUFF.1814.1: no touched! length 2788
CUFF.1815.1: no touched! length 3792
CUFF.1816.1: no touched! length 6198
CUFF.1817.1: no touched! length 3640
CUFF.1818.1: no touched! length 3068
CUFF.1819.1: no touched! length 387
CUFF.1820.1: no touched! length 2220
CUFF.1821.1: no touched! length 2285
CUFF.1822.1: no touched! length 2609
CUFF.1823.1: no touched! length 7461
CUFF.1824.1: no touched! length 1047
CUFF.1825.1: no touched! length 1275
CUFF.1826.1: no touched! length 8610
CUFF.1827.1: no touched! length 2889
CUFF.1828.1: no touched! length 4918
CUFF.1829.1: no touched! length 642
CUFF.1830.1: no touched! length 3112
CUFF.1831.1: no touched! length 4372
CUFF.1832.1: no touched! length 867
CUFF.1833.1: no touched! length 3130
CUFF.1834.1: no touched! length 2010
CUFF.1835.1: no touched! length 8404
CUFF.1836.1: no touched! length 9366
CUFF.1837.1: no touched! length 1550
CUFF.1838.1: no touched! length 2985
CUFF.1839.1: no touched! length 3276
CUFF.1840.1: no touched! length 1780
CUFF.1841.1: no touched! length 1663
CUFF.1842.1: no touched! length 2472
CUFF.1843.1: no touched! length 1086
CUFF.1844.1: no touched! length 741
CUFF.1845.1: no touched! length 1383
CUFF.1846.1: no touched! length 4927
CUFF.1847.1: no touched! length 2929
CUFF.1848.1: no touched! length 1890
CUFF.1849.1: no touched! length 206
CUFF.1850.1: no touched! length 300
CUFF.1851.1: no touched! length 1507
CUFF.1852.1: no touched! length 779
CUFF.1853.1: no touched! length 5902
CUFF.1854.1: no touched! length 1948
CUFF.1855.1: no touched! length 2760
CUFF.1856.1: no touched! length 2898
CUFF.1857.1: no touched! length 421
CUFF.1858.1: no touched! length 813
CUFF.1859.1: no touched! length 2260
CUFF.1860.1: no touched! length 856
CUFF.1861.1: no touched! length 300
CUFF.1862.1: no touched! length 4461
CUFF.1863.1: no touched! length 10509
CUFF.1864.1: no touched! length 829
CUFF.1865.1: no touched! length 1694
CUFF.1866.1: no touched! length 6535
CUFF.1867.1: no touched! length 3240
CUFF.1868.1: no touched! length 3283
CUFF.1869.1: no touched! length 1741
CUFF.1870.1: no touched! length 4572
CUFF.1871.1: no touched! length 1854
CUFF.1872.1: no touched! length 2864
CUFF.1873.1: no touched! length 646
CUFF.1874.1: no touched! length 2762
CUFF.1875.1: no touched! length 3225
CUFF.1876.1: no touched! length 1119
CUFF.1877.1: no touched! length 1593
CUFF.1878.1: no touched! length 3925
CUFF.1879.1: no touched! length 4080
CUFF.1880.1: no touched! length 800
CUFF.1881.1: no touched! length 4934
CUFF.1882.1: no touched! length 2223
CUFF.1883.1: no touched! length 1678
CUFF.1884.1: no touched! length 3278
CUFF.1885.1: no touched! length 523
CUFF.1886.1: no touched! length 2101
CUFF.1887.1: no touched! length 3126
CUFF.1888.1: no touched! length 2338
CUFF.1889.1: no touched! length 2560
CUFF.1890.1: no touched! length 2029
CUFF.1891.1: no touched! length 3028
CUFF.1892.1: no touched! length 2295
CUFF.1893.1: no touched! length 1677
CUFF.1894.1: no touched! length 1499
CUFF.1895.1: no touched! length 1270
CUFF.1896.1: no touched! length 3747
CUFF.1897.1: no touched! length 2187
CUFF.1898.1: no touched! length 4166
CUFF.1899.1: no touched! length 2016
CUFF.1900.1: no touched! length 2860
CUFF.1901.1: no touched! length 3159
CUFF.1902.1: no touched! length 2700
CUFF.1903.1: no touched! length 1898
CUFF.1904.1: no touched! length 2919
CUFF.1905.1: no touched! length 1607
CUFF.1906.1: no touched! length 5205
CUFF.1907.1: no touched! length 4848
CUFF.1908.1: no touched! length 1580
CUFF.1909.1: no touched! length 1047
CUFF.1910.1: no touched! length 1473
CUFF.1911.1: no touched! length 1437
CUFF.1912.1: no touched! length 1484
CUFF.1913.1: no touched! length 970
CUFF.1914.1: no touched! length 3092
CUFF.1915.1: no touched! length 3565
CUFF.1916.1: no touched! length 2304
CUFF.1917.1: no touched! length 2193
CUFF.1918.1: no touched! length 1582
CUFF.1919.1: no touched! length 2694
CUFF.1920.1: no touched! length 455
CUFF.1921.1: no touched! length 1307
CUFF.1922.1: no touched! length 5949
CUFF.1923.1: no touched! length 448
CUFF.1924.1: no touched! length 1668
CUFF.1925.1: no touched! length 6699
CUFF.1926.1: no touched! length 1069
CUFF.1927.1: no touched! length 1177
CUFF.1928.1: no touched! length 1667
CUFF.1929.1: no touched! length 1848
CUFF.1930.1: no touched! length 2587
CUFF.1931.1: no touched! length 1279
CUFF.1932.1: no touched! length 2235
CUFF.1933.1: no touched! length 2612
CUFF.1934.1: no touched! length 759
CUFF.1935.1: no touched! length 1928
CUFF.1936.1: no touched! length 2871
CUFF.1937.1: no touched! length 6417
CUFF.1938.1: no touched! length 6449
CUFF.1939.1: no touched! length 1992
CUFF.1940.1: no touched! length 631
CUFF.1941.1: no touched! length 2590
CUFF.1942.1: no touched! length 5717
CUFF.1943.1: no touched! length 2351
CUFF.1944.1: no touched! length 7946
CUFF.1945.1: no touched! length 3476
CUFF.1946.1: no touched! length 4426
CUFF.1947.1: no touched! length 1539
CUFF.1948.1: no touched! length 3511
CUFF.1949.1: no touched! length 1244
CUFF.1950.1: no touched! length 5659
CUFF.1951.1: no touched! length 313
CUFF.1952.1: no touched! length 1165
CUFF.1953.1: no touched! length 1868
CUFF.1954.1: no touched! length 1551
CUFF.1955.1: no touched! length 1936
CUFF.1956.1: no touched! length 1329
CUFF.1957.1: no touched! length 3844
CUFF.1958.1: no touched! length 5661
CUFF.1959.1: no touched! length 1314
CUFF.1960.1: no touched! length 3962
CUFF.1961.1: no touched! length 1368
CUFF.1962.1: no touched! length 1424
CUFF.1963.1: no touched! length 1576
CUFF.1964.1: no touched! length 862
CUFF.1965.1: no touched! length 2114
CUFF.1966.1: no touched! length 2135
CUFF.1967.1: no touched! length 2954
CUFF.1968.1: no touched! length 2122
CUFF.1969.1: no touched! length 1272
CUFF.1970.1: no touched! length 2719
CUFF.1971.1: no touched! length 7053
CUFF.1972.1: no touched! length 4835
CUFF.1973.1: no touched! length 1372
CUFF.1974.1: no touched! length 3921
CUFF.1975.1: no touched! length 1958
CUFF.1976.1: no touched! length 3580
CUFF.1977.1: no touched! length 1621
CUFF.1978.1: no touched! length 3730
CUFF.1979.1: no touched! length 1506
CUFF.1980.1: no touched! length 1783
CUFF.1981.1: no touched! length 1295
CUFF.1982.1: no touched! length 3567
CUFF.1983.1: no touched! length 3619
CUFF.1984.1: no touched! length 1766
CUFF.1985.1: no touched! length 969
CUFF.1986.1: no touched! length 1034
CUFF.1987.1: no touched! length 2686
CUFF.1988.1: no touched! length 5611
CUFF.1989.1: no touched! length 1830
CUFF.1990.1: no touched! length 3822
CUFF.1991.1: no touched! length 3726
CUFF.1992.1: no touched! length 626
CUFF.1993.1: no touched! length 6429
CUFF.1994.1: no touched! length 3550
CUFF.1995.1: no touched! length 3713
CUFF.1996.1: no touched! length 3547
CUFF.1997.1: no touched! length 1431
CUFF.1998.1: no touched! length 4323
CUFF.1999.1: no touched! length 2151
CUFF.2000.1: no touched! length 501
CUFF.2001.1: no touched! length 2775
CUFF.2002.1: no touched! length 5802
CUFF.2003.1: no touched! length 2399
CUFF.2004.1: no touched! length 5788
CUFF.2005.1: no touched! length 3257
CUFF.2006.1: no touched! length 1535
CUFF.2007.1: no touched! length 4485
CUFF.2008.1: no touched! length 1638
CUFF.2009.1: no touched! length 848
CUFF.2010.1: no touched! length 1941
CUFF.2011.1: no touched! length 2315
CUFF.2012.1: no touched! length 2039
CUFF.2013.1: no touched! length 1355
CUFF.2014.1: no touched! length 1877
CUFF.2015.1: no touched! length 3222
CUFF.2016.1: no touched! length 1254
CUFF.2017.1: no touched! length 2169
CUFF.2018.1: no touched! length 888
CUFF.2019.1: no touched! length 1339
CUFF.2020.1: no touched! length 2681
CUFF.2021.1: no touched! length 2732
CUFF.2022.1: no touched! length 3709
CUFF.2023.1: no touched! length 1264
CUFF.2024.1: no touched! length 2987
CUFF.2025.1: no touched! length 2506
CUFF.2026.1: no touched! length 2644
CUFF.2027.1: no touched! length 1733
CUFF.2028.1: no touched! length 1847
CUFF.2029.1: no touched! length 1125
CUFF.2030.1: no touched! length 879
CUFF.2031.1: no touched! length 5139
CUFF.2032.1: no touched! length 4906
CUFF.2033.1: no touched! length 2887
CUFF.2034.1: no touched! length 2947
CUFF.2035.1: no touched! length 1924
CUFF.2036.1: no touched! length 569
CUFF.2037.1: no touched! length 2247
CUFF.2038.1: no touched! length 1416
CUFF.2039.1: no touched! length 1498
CUFF.2040.1: no touched! length 416
CUFF.2041.1: no touched! length 4759
CUFF.2042.1: no touched! length 964
CUFF.2043.1: no touched! length 893
CUFF.2044.1: no touched! length 1440
CUFF.2045.1: no touched! length 7263
CUFF.2046.1: no touched! length 1799
CUFF.2047.1: no touched! length 8447
CUFF.2048.1: no touched! length 1021
CUFF.2049.1: no touched! length 2957
CUFF.2050.1: no touched! length 2961
CUFF.2051.1: no touched! length 449
CUFF.2052.1: no touched! length 4524
CUFF.2053.1: no touched! length 3927
CUFF.2054.1: no touched! length 1378
CUFF.2055.1: no touched! length 491
CUFF.2056.1: no touched! length 1816
CUFF.2057.1: no touched! length 524
CUFF.2058.1: no touched! length 1348
CUFF.2059.1: no touched! length 2855
CUFF.2060.1: no touched! length 737
CUFF.2061.1: no touched! length 3792
CUFF.2062.1: no touched! length 3516
CUFF.2063.1: no touched! length 5103
CUFF.2064.1: no touched! length 7812
CUFF.2065.1: no touched! length 6272
CUFF.2066.1: no touched! length 1112
CUFF.2067.1: no touched! length 3655
CUFF.2068.1: no touched! length 3302
CUFF.2069.1: no touched! length 2383
CUFF.2070.1: no touched! length 573
CUFF.2071.1: no touched! length 1441
CUFF.2072.1: no touched! length 2178
CUFF.2073.1: no touched! length 3309
CUFF.2074.1: no touched! length 1223
CUFF.2075.1: no touched! length 4012
CUFF.2076.1: no touched! length 2805
CUFF.2077.1: no touched! length 2010
CUFF.2078.1: no touched! length 978
CUFF.2079.1: no touched! length 2565
CUFF.2080.1: no touched! length 2376
CUFF.2081.1: no touched! length 6806
CUFF.2082.1: no touched! length 1973
CUFF.2083.1: no touched! length 1626
CUFF.2084.1: no touched! length 1589
CUFF.2085.1: no touched! length 1066
CUFF.2086.1: no touched! length 2492
CUFF.2087.1: no touched! length 1164
CUFF.2088.1: no touched! length 4862
CUFF.2089.1: no touched! length 2303
CUFF.2090.1: no touched! length 357
CUFF.2091.1: no touched! length 2213
CUFF.2092.1: no touched! length 2022
CUFF.2093.1: no touched! length 1864
CUFF.2094.1: no touched! length 2209
CUFF.2095.1: no touched! length 784
CUFF.2096.1: no touched! length 1123
CUFF.2097.1: no touched! length 2806
CUFF.2098.1: no touched! length 5530
CUFF.2099.1: no touched! length 816
CUFF.2100.1: no touched! length 3501
CUFF.2101.1: no touched! length 2533
CUFF.2102.1: no touched! length 1738
CUFF.2103.1: no touched! length 758
CUFF.2104.1: no touched! length 1204
CUFF.2105.1: no touched! length 2736
CUFF.2106.1: no touched! length 1589
CUFF.2107.1: no touched! length 1353
CUFF.2108.1: no touched! length 1356
CUFF.2109.1: no touched! length 3643
CUFF.2110.1: no touched! length 2880
CUFF.2111.1: no touched! length 4446
CUFF.2112.1: no touched! length 1158
CUFF.2113.1: no touched! length 5551
CUFF.2114.1: no touched! length 442
CUFF.2115.1: no touched! length 3514
CUFF.2116.1: no touched! length 589
CUFF.2117.1: no touched! length 3443
CUFF.2118.1: no touched! length 1863
CUFF.2119.1: no touched! length 1618
CUFF.2120.1: no touched! length 2444
CUFF.2121.1: no touched! length 782
CUFF.2122.1: no touched! length 696
CUFF.2123.1: no touched! length 2886
CUFF.2124.1: no touched! length 6433
CUFF.2125.1: no touched! length 5053
CUFF.2126.1: no touched! length 2352
CUFF.2127.1: no touched! length 2275
CUFF.2128.1: no touched! length 2501
CUFF.2129.1: no touched! length 3480
CUFF.2130.1: no touched! length 6260
CUFF.2131.1: no touched! length 2239
CUFF.2132.1: no touched! length 130
CUFF.2133.1: no touched! length 2059
CUFF.2134.1: no touched! length 2703
CUFF.2135.1: no touched! length 1719
CUFF.2136.1: no touched! length 3154
CUFF.2137.1: no touched! length 1181
CUFF.2138.1: no touched! length 811
CUFF.2139.1: no touched! length 3239
CUFF.2140.1: no touched! length 4099
CUFF.2141.1: no touched! length 2868
CUFF.2142.1: no touched! length 1547
CUFF.2143.1: no touched! length 4742
CUFF.2144.1: no touched! length 1737
CUFF.2145.1: no touched! length 1759
CUFF.2146.1: no touched! length 561
CUFF.2147.1: no touched! length 2067
CUFF.2148.1: no touched! length 4952
CUFF.2149.1: no touched! length 2698
CUFF.2150.1: no touched! length 506
CUFF.2151.1: no touched! length 1924
CUFF.2152.1: no touched! length 1634
CUFF.2153.1: no touched! length 1391
CUFF.2154.1: no touched! length 456
CUFF.2155.1: no touched! length 1840
CUFF.2156.1: no touched! length 1949
CUFF.2157.1: no touched! length 555
CUFF.2158.1: no touched! length 1953
CUFF.2159.1: no touched! length 3266
CUFF.2160.1: no touched! length 896
CUFF.2161.1: no touched! length 2133
CUFF.2162.1: no touched! length 1854
CUFF.2163.1: no touched! length 3141
CUFF.2164.1: no touched! length 4353
CUFF.2165.1: no touched! length 1443
CUFF.2166.1: no touched! length 1432
CUFF.2167.1: no touched! length 1217
CUFF.2168.1: no touched! length 1195
CUFF.2169.1: no touched! length 2709
CUFF.2170.1: no touched! length 2886
CUFF.2171.1: no touched! length 356
CUFF.2172.1: no touched! length 2316
CUFF.2173.1: no touched! length 4956
CUFF.2174.1: no touched! length 3040
CUFF.2175.1: no touched! length 1277
CUFF.2176.1: no touched! length 2245
CUFF.2177.1: no touched! length 963
CUFF.2178.1: no touched! length 3066
CUFF.2179.1: no touched! length 4503
CUFF.2180.1: no touched! length 723
CUFF.2181.1: no touched! length 1151
CUFF.2182.1: no touched! length 2676
CUFF.2183.1: no touched! length 7280
CUFF.2184.1: no touched! length 458
CUFF.2185.1: no touched! length 3235
CUFF.2186.1: no touched! length 3517
CUFF.2187.1: no touched! length 568
CUFF.2188.1: no touched! length 3959
CUFF.2189.1: no touched! length 900
CUFF.2190.1: no touched! length 2149
CUFF.2191.1: no touched! length 2388
CUFF.2192.1: no touched! length 4221
CUFF.2193.1: no touched! length 3884
CUFF.2194.1: no touched! length 3236
CUFF.2195.1: no touched! length 1340
CUFF.2196.1: no touched! length 5446
CUFF.2197.1: no touched! length 2446
CUFF.2198.1: no touched! length 2531
CUFF.2199.1: no touched! length 1036
CUFF.2200.1: no touched! length 2322
CUFF.2201.1: no touched! length 795
CUFF.2202.1: no touched! length 1996
CUFF.2203.1: no touched! length 1988
CUFF.2204.1: no touched! length 1217
CUFF.2205.1: no touched! length 1720
CUFF.2206.1: no touched! length 3375
CUFF.2207.1: no touched! length 4917
CUFF.2208.1: no touched! length 227
CUFF.2209.1: no touched! length 3664
CUFF.2210.1: no touched! length 815
CUFF.2211.1: no touched! length 1617
CUFF.2212.1: no touched! length 1260
CUFF.2213.1: no touched! length 1064
CUFF.2214.1: no touched! length 866
CUFF.2215.1: no touched! length 3342
CUFF.2216.1: no touched! length 1911
CUFF.2217.1: no touched! length 1942
CUFF.2218.1: no touched! length 2626
CUFF.2219.1: no touched! length 820
CUFF.2220.1: no touched! length 1591
CUFF.2221.1: no touched! length 1580
CUFF.2222.1: no touched! length 2904
CUFF.2223.1: no touched! length 2341
CUFF.2224.1: no touched! length 471
CUFF.2225.1: no touched! length 2805
CUFF.2226.1: no touched! length 3403
CUFF.2227.1: no touched! length 3837
CUFF.2228.1: no touched! length 4286
CUFF.2229.1: no touched! length 649
CUFF.2230.1: no touched! length 4257
CUFF.2231.1: no touched! length 1442
CUFF.2232.1: no touched! length 2134
CUFF.2233.1: no touched! length 3744
CUFF.2234.1: no touched! length 3477
CUFF.2235.1: no touched! length 1371
CUFF.2236.1: no touched! length 1026
CUFF.2237.1: no touched! length 2153
CUFF.2238.1: no touched! length 1572
CUFF.2239.1: no touched! length 938
CUFF.2240.1: no touched! length 995
CUFF.2241.1: no touched! length 2474
CUFF.2242.1: no touched! length 1138
CUFF.2243.1: no touched! length 3109
CUFF.2244.1: no touched! length 2548
CUFF.2245.1: no touched! length 1480
CUFF.2246.1: no touched! length 3176
CUFF.2247.1: no touched! length 2514
CUFF.2248.1: no touched! length 3641
CUFF.2249.1: no touched! length 3317
CUFF.2250.1: no touched! length 5020
CUFF.2251.1: no touched! length 1457
CUFF.2252.1: no touched! length 713
CUFF.2253.1: no touched! length 602
CUFF.2254.1: no touched! length 714
CUFF.2255.1: no touched! length 647
CUFF.2256.1: no touched! length 1362
CUFF.2257.1: no touched! length 4386
CUFF.2258.1: no touched! length 4881
CUFF.2259.1: no touched! length 1228
CUFF.2260.1: no touched! length 3819
CUFF.2261.1: no touched! length 950
CUFF.2262.1: no touched! length 3914
CUFF.2263.1: no touched! length 851
CUFF.2264.1: no touched! length 1663
CUFF.2265.1: no touched! length 733
CUFF.2266.1: no touched! length 1209
CUFF.2267.1: no touched! length 5364
CUFF.2268.1: no touched! length 10212
CUFF.2269.1: no touched! length 4234
CUFF.2270.1: no touched! length 1930
CUFF.2271.1: no touched! length 1830
CUFF.2272.1: no touched! length 1897
CUFF.2273.1: no touched! length 1488
CUFF.2274.1: no touched! length 2315
CUFF.2275.1: no touched! length 1854
