0:972:[41384342,41385313]
882:110:[45733795,45733904]
883:97:[45736126,45736222]
884:94:[45736314,45736407]
885:127:[45738352,45738478]
886:66:[45739233,45739298]
887:65:[45739966,45740030]
888:148:[45741611,45741758]
889:72:[45742015,45742086]
890:89:[45742844,45742932]
891:154:[45743648,45743801]
892:166:[45744373,45744538]
893:63:[45744738,45744800]
894:113:[45745035,45745147]
895:101:[45745843,45745943]
896:107:[45746041,45746147]
946:660:[45746597,45747256]
947:2046:[45917774,45919819]
948:103:[45924662,45924764]
949:189:[45929081,45929269]
950:231:[45941765,45941995]
951:188:[45945535,45945722]
952:228:[45947174,45947401]
953:133:[45948334,45948466]
954:158:[45949680,45949837]
955:92:[45950925,45951016]
956:240:[45953567,45953806]
957:222:[45987668,45987889]
958:149:[46131347,46131495]
959:217:[46494492,46494708]
960:173:[46548316,46548488]
961:76:[46591524,46591599]
962:936:[46595644,46596579]
963:116:[46600244,46600359]
964:170:[46602499,46602668]
965:150:[46603276,46603425]
966:170:[46604837,46605006]
967:183:[46624469,46624651]
968:180:[46640750,46640929]
969:1561:[46641932,46643492]
970:1018:[46645461,46646478]
959:217:[46494492,46494708]
960:173:[46548316,46548488]
961:76:[46591524,46591599]
963:116:[46600244,46600359]
964:170:[46602499,46602668]
965:150:[46603276,46603425]
966:170:[46604837,46605006]
967:183:[46624469,46624651]
968:180:[46640750,46640929]
969:1561:[46641932,46643492]
970:1018:[46645461,46646478]
959:217:[46494492,46494708]
960:173:[46548316,46548488]
961:76:[46591524,46591599]
962:936:[46595644,46596579]
963:116:[46600244,46600359]
964:170:[46602499,46602668]
965:150:[46603276,46603425]
966:170:[46604837,46605006]
967:183:[46624469,46624651]
968:180:[46640750,46640929]
971:4547:[46641932,46646478]
959:217:[46494492,46494708]
960:173:[46548316,46548488]
961:76:[46591524,46591599]
962:936:[46595644,46596579]
963:116:[46600244,46600359]
964:170:[46602499,46602668]
965:150:[46603276,46603425]
966:170:[46604837,46605006]
967:183:[46624469,46624651]
968:180:[46640750,46640929]
972:91:[46641932,46642022]
970:1018:[46645461,46646478]
959:217:[46494492,46494708]
960:173:[46548316,46548488]
961:76:[46591524,46591599]
962:936:[46595644,46596579]
963:116:[46600244,46600359]
964:170:[46602499,46602668]
965:150:[46603276,46603425]
973:121:[46604388,46604508]
966:170:[46604837,46605006]
967:183:[46624469,46624651]
968:180:[46640750,46640929]
971:4547:[46641932,46646478]
959:217:[46494492,46494708]
960:173:[46548316,46548488]
961:76:[46591524,46591599]
962:936:[46595644,46596579]
963:116:[46600244,46600359]
964:170:[46602499,46602668]
965:150:[46603276,46603425]
973:121:[46604388,46604508]
966:170:[46604837,46605006]
967:183:[46624469,46624651]
968:180:[46640750,46640929]
972:91:[46641932,46642022]
970:1018:[46645461,46646478]
959:217:[46494492,46494708]
960:173:[46548316,46548488]
974:119:[46554629,46554747]
961:76:[46591524,46591599]
962:936:[46595644,46596579]
963:116:[46600244,46600359]
964:170:[46602499,46602668]
965:150:[46603276,46603425]
966:170:[46604837,46605006]
967:183:[46624469,46624651]
968:180:[46640750,46640929]
969:1561:[46641932,46643492]
970:1018:[46645461,46646478]
975:61:[46825096,46825156]
976:96:[46825293,46825388]
977:546:[46888155,46888700]
978:88:[46893808,46893895]
979:61:[46895389,46895449]
980:131:[46896264,46896394]
981:78:[46897324,46897401]
982:217:[46897663,46897879]
983:28:[46898240,46898267]
984:64:[46899815,46899878]
985:88:[46899983,46900070]
986:55:[46900380,46900434]
987:160:[46900613,46900772]
988:64:[46901876,46901939]
989:28:[46902708,46902735]
990:133:[46906774,46906906]
991:64:[46907360,46907423]
992:28:[46908331,46908358]
993:37:[46909399,46909435]
994:73:[46910188,46910260]
995:37:[46910749,46910785]
996:91:[46911138,46911228]
997:31:[46912448,46912478]
998:28:[46912600,46912627]
999:64:[46913076,46913139]
1000:76:[46913414,46913489]
1001:28:[46914458,46914485]
1002:55:[46914775,46914829]
1003:76:[46915271,46915346]
1004:70:[46916413,46916482]
1005:44:[46916963,46917006]
1006:64:[46917512,46917575]
1007:45:[46923924,46923968]
1008:98:[46924329,46924426]
1009:36:[46924435,46924470]
1010:146:[46925047,46925192]
1011:75:[46925271,46925345]
1012:130:[46925751,46925880]
1013:34:[46927474,46927507]
1014:247:[46929269,46929515]
1015:199:[46929977,46930175]
1016:117:[46931024,46931140]
1017:1534:[46932101,46933634]
1018:668:[46875423,46876090]
977:546:[46888155,46888700]
978:88:[46893808,46893895]
979:61:[46895389,46895449]
980:131:[46896264,46896394]
981:78:[46897324,46897401]
982:217:[46897663,46897879]
983:28:[46898240,46898267]
984:64:[46899815,46899878]
985:88:[46899983,46900070]
986:55:[46900380,46900434]
987:160:[46900613,46900772]
988:64:[46901876,46901939]
989:28:[46902708,46902735]
990:133:[46906774,46906906]
991:64:[46907360,46907423]
992:28:[46908331,46908358]
993:37:[46909399,46909435]
994:73:[46910188,46910260]
995:37:[46910749,46910785]
996:91:[46911138,46911228]
997:31:[46912448,46912478]
998:28:[46912600,46912627]
999:64:[46913076,46913139]
1000:76:[46913414,46913489]
1001:28:[46914458,46914485]
1002:55:[46914775,46914829]
1003:76:[46915271,46915346]
1004:70:[46916413,46916482]
1005:44:[46916963,46917006]
1006:64:[46917512,46917575]
1007:45:[46923924,46923968]
1008:98:[46924329,46924426]
1009:36:[46924435,46924470]
1010:146:[46925047,46925192]
1011:75:[46925271,46925345]
1012:130:[46925751,46925880]
1013:34:[46927474,46927507]
1014:247:[46929269,46929515]
1015:199:[46929977,46930175]
1016:117:[46931024,46931140]
1017:1534:[46932101,46933634]
1019:1373:[46875423,46876795]
977:546:[46888155,46888700]
978:88:[46893808,46893895]
979:61:[46895389,46895449]
980:131:[46896264,46896394]
981:78:[46897324,46897401]
982:217:[46897663,46897879]
983:28:[46898240,46898267]
984:64:[46899815,46899878]
985:88:[46899983,46900070]
986:55:[46900380,46900434]
987:160:[46900613,46900772]
988:64:[46901876,46901939]
989:28:[46902708,46902735]
990:133:[46906774,46906906]
991:64:[46907360,46907423]
992:28:[46908331,46908358]
993:37:[46909399,46909435]
994:73:[46910188,46910260]
995:37:[46910749,46910785]
996:91:[46911138,46911228]
997:31:[46912448,46912478]
998:28:[46912600,46912627]
999:64:[46913076,46913139]
1000:76:[46913414,46913489]
1001:28:[46914458,46914485]
1002:55:[46914775,46914829]
1003:76:[46915271,46915346]
1004:70:[46916413,46916482]
1005:44:[46916963,46917006]
1006:64:[46917512,46917575]
1007:45:[46923924,46923968]
1008:98:[46924329,46924426]
1009:36:[46924435,46924470]
1010:146:[46925047,46925192]
1011:75:[46925271,46925345]
1012:130:[46925751,46925880]
1013:34:[46927474,46927507]
1014:247:[46929269,46929515]
1015:199:[46929977,46930175]
1016:117:[46931024,46931140]
1017:1534:[46932101,46933634]
1020:275:[47878861,47879135]
1021:73:[47904669,47904741]
1022:121:[47910512,47910632]
1023:121:[47916900,47917020]
1024:253:[47918494,47918746]
1025:130:[47924273,47924402]
1026:121:[47929169,47929289]
1027:187:[47931341,47931527]
1028:93:[47949004,47949096]
1029:112:[47952039,47952150]
1030:125:[47953436,47953560]
1031:111:[47953916,47954026]
1032:104:[47954497,47954600]
1033:66:[47957136,47957201]
1034:95:[47957358,47957452]
1035:121:[47958395,47958515]
1036:116:[47959789,47959904]
1037:141:[47961668,47961808]
1038:138:[47965049,47965186]
1039:82:[47965793,47965874]
1040:129:[47966827,47966955]
1041:116:[47969683,47969798]
1042:203:[47970455,47970657]
1043:111:[47971546,47971656]
1044:82:[47971736,47971817]
1045:125:[47974081,47974205]
1046:123:[47974487,47974609]
1047:113:[47974734,47974846]
1048:111:[47975894,47976004]
1049:132:[47976851,47976982]
1050:170:[47977497,47977666]
1051:172:[47978135,47978306]
1052:63:[47980634,47980696]
1053:59:[47981660,47981718]
1054:76:[47983770,47983845]
1055:176:[47985625,47985800]
1056:125:[47986472,47986596]
1057:2645:[47987282,47989926]
1058:136:[47269874,47270009]
1059:156:[47316121,47316276]
1060:25:[47319512,47319536]
1061:34:[47320504,47320537]
1062:118:[47320910,47321027]
1063:133:[47329268,47329400]
1064:130:[47330815,47330944]
1065:43:[47337501,47337543]
1066:77:[47349833,47349909]
1067:61:[47350699,47350759]
1068:54:[47355166,47355219]
1069:171:[47359943,47360113]
1070:786:[47361583,47362368]
1058:136:[47269874,47270009]
1059:156:[47316121,47316276]
1060:25:[47319512,47319536]
1061:34:[47320504,47320537]
1062:118:[47320910,47321027]
1063:133:[47329268,47329400]
1064:130:[47330815,47330944]
1071:76:[47333864,47333939]
1065:43:[47337501,47337543]
1072:80:[47349830,47349909]
1067:61:[47350699,47350759]
1068:54:[47355166,47355219]
1069:171:[47359943,47360113]
1070:786:[47361583,47362368]
1073:64:[47706266,47706329]
1074:255:[47706783,47707037]
1075:865:[47711247,47712111]
1076:386:[47706266,47706651]
1074:255:[47706783,47707037]
1077:130:[47711247,47711376]
1078:70:[47716075,47716144]
1079:214:[47717452,47717665]
1080:162:[47744035,47744196]
1081:214:[47746290,47746503]
1082:373:[47754310,47754682]
1083:82:[47766041,47766122]
1084:257:[47766656,47766912]
1085:57:[47767370,47767426]
1086:176:[47768925,47769100]
1087:138:[47769597,47769734]
1088:113:[47771342,47771454]
1089:224:[47773017,47773240]
1090:83:[47773900,47773982]
1091:176:[47775366,47775541]
1092:219:[47776888,47777106]
1093:456:[47783394,47783849]
1094:557:[47786498,47787054]
1095:148:[47801608,47801755]
1096:153:[47805746,47805898]
1097:144:[47808656,47808799]
1098:234:[47809113,47809346]
1099:164:[47810584,47810747]
1100:214:[47811078,47811291]
1101:231:[47817178,47817408]
1102:118:[47817927,47818044]
1103:22:[47818148,47818169]
1104:208:[47819503,47819710]
1105:172:[47821464,47821635]
1106:154:[47822244,47822397]
1107:880:[47831102,47831981]
1108:157:[47832750,47832906]
1109:772:[47835982,47836753]
1110:104:[47838117,47838220]
1111:156:[47841883,47842038]
1112:142:[47845744,47845885]
1113:175:[47847535,47847709]
1114:197:[47848308,47848504]
1115:224:[47849923,47850146]
1116:152:[47850420,47850571]
1117:688:[47851442,47852129]
1118:246:[47855816,47856061]
1119:104:[47856891,47856994]
1120:175:[47858076,47858250]
1121:121:[47859995,47860115]
1122:231:[47860767,47860997]
1123:78:[47862409,47862486]
1124:140:[47863722,47863861]
1125:129:[47864606,47864734]
1126:487:[47865196,47865682]
1020:275:[47878861,47879135]
1021:73:[47904669,47904741]
1022:121:[47910512,47910632]
1023:121:[47916900,47917020]
1024:253:[47918494,47918746]
1025:130:[47924273,47924402]
1026:121:[47929169,47929289]
1127:199:[47931329,47931527]
1028:93:[47949004,47949096]
1029:112:[47952039,47952150]
1030:125:[47953436,47953560]
1031:111:[47953916,47954026]
1032:104:[47954497,47954600]
1033:66:[47957136,47957201]
1034:95:[47957358,47957452]
1035:121:[47958395,47958515]
1036:116:[47959789,47959904]
1037:141:[47961668,47961808]
1038:138:[47965049,47965186]
1039:82:[47965793,47965874]
1040:129:[47966827,47966955]
1041:116:[47969683,47969798]
1042:203:[47970455,47970657]
1043:111:[47971546,47971656]
1044:82:[47971736,47971817]
1045:125:[47974081,47974205]
1046:123:[47974487,47974609]
1047:113:[47974734,47974846]
1048:111:[47975894,47976004]
1049:132:[47976851,47976982]
1050:170:[47977497,47977666]
1051:172:[47978135,47978306]
1052:63:[47980634,47980696]
1053:59:[47981660,47981718]
1054:76:[47983770,47983845]
1055:176:[47985625,47985800]
1056:125:[47986472,47986596]
1057:2645:[47987282,47989926]
1020:275:[47878861,47879135]
1023:121:[47916900,47917020]
1024:253:[47918494,47918746]
1025:130:[47924273,47924402]
1026:121:[47929169,47929289]
1127:199:[47931329,47931527]
1028:93:[47949004,47949096]
1029:112:[47952039,47952150]
1030:125:[47953436,47953560]
1031:111:[47953916,47954026]
1032:104:[47954497,47954600]
1033:66:[47957136,47957201]
1034:95:[47957358,47957452]
1035:121:[47958395,47958515]
1036:116:[47959789,47959904]
1037:141:[47961668,47961808]
1038:138:[47965049,47965186]
1039:82:[47965793,47965874]
1040:129:[47966827,47966955]
1041:116:[47969683,47969798]
1042:203:[47970455,47970657]
1043:111:[47971546,47971656]
1044:82:[47971736,47971817]
1045:125:[47974081,47974205]
1046:123:[47974487,47974609]
1047:113:[47974734,47974846]
1048:111:[47975894,47976004]
1128:118:[47976315,47976432]
1129:181:[9825831,9826011]
1130:62:[9826202,9826263]
1131:299:[10906742,10907040]
1132:72:[10908824,10908895]
1133:94:[10910306,10910399]
1134:81:[10914362,10914442]
1135:107:[10916369,10916475]
1136:82:[10920083,10920164]
1137:63:[10921933,10921995]
1138:90:[10933851,10933940]
1139:83:[10934038,10934120]
1140:62:[10934936,10934997]
1141:66:[10941907,10941972]
1142:65:[10942710,10942774]
1143:101:[10942920,10943020]
1144:121:[10944667,10944787]
1145:163:[10951265,10951427]
1146:52:[10952912,10952963]
1147:61:[10959740,10959800]
1148:55:[10970008,10970062]
1149:55:[10971291,10971345]
1150:55:[10973722,10973776]
1151:59:[10985044,10985102]
1152:110:[10987768,10987877]
1153:159:[10990762,10990920]
1131:299:[10906742,10907040]
1132:72:[10908824,10908895]
1133:94:[10910306,10910399]
1134:81:[10914362,10914442]
1135:107:[10916369,10916475]
1136:82:[10920083,10920164]
1137:63:[10921933,10921995]
1138:90:[10933851,10933940]
1139:83:[10934038,10934120]
1140:62:[10934936,10934997]
1141:66:[10941907,10941972]
1142:65:[10942710,10942774]
1143:101:[10942920,10943020]
1144:121:[10944667,10944787]
1145:163:[10951265,10951427]
1146:52:[10952912,10952963]
1148:55:[10970008,10970062]
1149:55:[10971291,10971345]
1150:55:[10973722,10973776]
1151:59:[10985044,10985102]
1152:110:[10987768,10987877]
1153:159:[10990762,10990920]
1131:299:[10906742,10907040]
1132:72:[10908824,10908895]
1133:94:[10910306,10910399]
1134:81:[10914362,10914442]
1135:107:[10916369,10916475]
1136:82:[10920083,10920164]
1137:63:[10921933,10921995]
1138:90:[10933851,10933940]
1139:83:[10934038,10934120]
1140:62:[10934936,10934997]
1141:66:[10941907,10941972]
1142:65:[10942710,10942774]
1143:101:[10942920,10943020]
1144:121:[10944667,10944787]
1145:163:[10951265,10951427]
1146:52:[10952912,10952963]
1147:61:[10959740,10959800]
1154:55:[10969074,10969128]
1148:55:[10970008,10970062]
1149:55:[10971291,10971345]
1150:55:[10973722,10973776]
1151:59:[10985044,10985102]
1152:110:[10987768,10987877]
1153:159:[10990762,10990920]
1155:77:[11020841,11020917]
1156:103:[11021109,11021211]
1157:118:[11026722,11026839]
1158:703:[11038727,11039429]
1159:116:[11047480,11047595]
1160:173:[11049449,11049621]
1161:165:[11058160,11058324]
1162:107:[11097541,11097647]
1163:203:[11098723,11098925]
1155:77:[11020841,11020917]
1156:103:[11021109,11021211]
1157:118:[11026722,11026839]
1164:121:[11029597,11029717]
1158:703:[11038727,11039429]
1159:116:[11047480,11047595]
1160:173:[11049449,11049621]
1165:164:[11058160,11058323]
1166:102:[11097545,11097646]
1167:224:[11098702,11098925]
1155:77:[11020841,11020917]
1156:103:[11021109,11021211]
1157:118:[11026722,11026839]
1164:121:[11029597,11029717]
1158:703:[11038727,11039429]
1159:116:[11047480,11047595]
1160:173:[11049449,11049621]
1165:164:[11058160,11058323]
1166:102:[11097545,11097646]
1167:224:[11098702,11098925]
1155:77:[11020841,11020917]
1156:103:[11021109,11021211]
1157:118:[11026722,11026839]
1158:703:[11038727,11039429]
1159:116:[11047480,11047595]
1160:173:[11049449,11049621]
1161:165:[11058160,11058324]
1168:106:[11097542,11097647]
1163:203:[11098723,11098925]
1169:529:[11057795,11058323]
1170:93:[11059725,11059817]
1171:13:[11089741,11089753]
1168:106:[11097542,11097647]
1172:215:[11098723,11098937]
1173:78:[14778704,14778781]
1174:574:[14982497,14983070]
1175:116:[14987443,14987558]
1176:175:[14987717,14987891]
1177:108:[14990669,14990776]
1178:139:[14992478,14992616]
1179:72:[14995125,14995196]
1180:72:[15000702,15000773]
1181:46:[15002176,15002221]
1182:168:[15003261,15003428]
1183:125:[15011835,15011959]
1184:242:[15013665,15013906]
1185:301:[15215453,15215753]
1186:115:[15216342,15216456]
1187:271:[15217325,15217595]
1188:130:[15218333,15218462]
1189:192:[15219079,15219270]
1190:276:[15220410,15220685]
1191:268:[15481134,15481401]
1192:178:[15516943,15517120]
1193:113:[15524893,15525005]
1194:106:[15535739,15535844]
1195:169:[15537543,15537711]
1196:91:[15538682,15538772]
1197:103:[15554078,15554180]
1198:110:[15558281,15558390]
1199:387:[15561354,15561740]
1200:120:[15579135,15579254]
1201:360:[15646119,15646478]
1202:63:[15651916,15651978]
1203:149:[15659870,15660018]
1204:144:[15660724,15660867]
1205:101:[15663606,15663706]
1201:360:[15646119,15646478]
1202:63:[15651916,15651978]
1203:149:[15659870,15660018]
1204:144:[15660724,15660867]
1206:179:[15663890,15664068]
1207:1935:[15671758,15673692]
1208:3170:[15743436,15746605]
1209:169:[15747972,15748140]
1210:215:[15750519,15750733]
1211:342:[15753523,15753864]
1212:95:[15755415,15755509]
1213:82:[17911408,17911489]
1214:85:[17912147,17912231]
1215:90:[17962556,17962645]
1216:109:[18811207,18811315]
1217:171:[18813991,18814161]
1218:119:[18816400,18816518]
1219:322:[18821182,18821503]
1216:109:[18811207,18811315]
1217:171:[18813991,18814161]
1218:119:[18816400,18816518]
1220:316:[18821188,18821503]
1221:162:[18885329,18885490]
1222:168:[18919344,18919511]
1223:206:[18924066,18924271]
1224:157:[18931293,18931449]
1225:124:[18933019,18933142]
1226:140:[18933655,18933794]
1227:1522:[18937745,18939266]
1228:684:[18965967,18966650]
1229:209:[18970934,18971142]
1230:133:[18976462,18976594]
1231:139:[18977177,18977315]
1232:182:[18981289,18981470]
1233:253:[18985016,18985268]
1228:684:[18965967,18966650]
1229:209:[18970934,18971142]
1231:139:[18977177,18977315]
1232:182:[18981289,18981470]
1233:253:[18985016,18985268]
1234:4616:[19161283,19165898]
1235:64:[19167524,19167587]
1236:538:[19168898,19169435]
1237:135:[19190508,19190642]
1238:85:[19191619,19191703]
1234:4616:[19161283,19165898]
1236:538:[19168898,19169435]
1237:135:[19190508,19190642]
1238:85:[19191619,19191703]
1239:4613:[19161283,19165895]
1235:64:[19167524,19167587]
1236:538:[19168898,19169435]
1237:135:[19190508,19190642]
1238:85:[19191619,19191703]
1240:156:[19207988,19208143]
1241:160:[19212811,19212970]
1242:148:[19257778,19257925]
1243:471:[19617149,19617619]
258:311:[19628825,19629135]
259:159:[19629286,19629444]
260:88:[19632516,19632603]
261:104:[19635107,19635210]
262:1418:[19638270,19639687]
1244:96:[19618191,19618286]
258:311:[19628825,19629135]
259:159:[19629286,19629444]
260:88:[19632516,19632603]
261:104:[19635107,19635210]
262:1418:[19638270,19639687]
1245:520:[26758132,26758651]
1246:94:[26793019,26793112]
1247:97:[26796865,26796961]
1248:245:[26802077,26802321]
1249:525:[26803489,26804013]
1250:114:[26934456,26934569]
1251:86:[26942148,26942233]
1252:1277:[26946204,26947480]
1253:66:[26946291,26946356]
1254:451:[26955086,26955536]
1255:100:[26957967,26958066]
1256:49:[26961146,26961194]
1257:155:[26965123,26965277]
1258:67:[26966204,26966270]
1259:114:[26969613,26969726]
1260:69:[26972110,26972178]
1261:101:[26973679,26973779]
1262:141:[26976107,26976247]
1263:208:[26978760,26978967]
1264:88:[26979714,26979801]
1255:100:[26957967,26958066]
1265:90:[26960012,26960101]
1256:49:[26961146,26961194]
1257:155:[26965123,26965277]
1258:67:[26966204,26966270]
1259:114:[26969613,26969726]
1260:69:[26972110,26972178]
1261:101:[26973679,26973779]
1262:141:[26976107,26976247]
1263:208:[26978760,26978967]
1264:88:[26979714,26979801]
1266:613:[27011588,27012200]
1267:67:[27056194,27056260]
1268:109:[27062177,27062285]
1269:154:[27066067,27066220]
1270:204:[27070988,27071191]
1271:101:[27074481,27074581]
1272:109:[27078290,27078398]
1273:17:[27081745,27081761]
1274:44:[27084651,27084694]
1275:285:[27086951,27087235]
1276:199:[27096790,27096988]
1277:126:[27097536,27097661]
1278:172:[27101941,27102112]
1279:341:[27107625,27107965]
1276:199:[27096790,27096988]
1277:126:[27097536,27097661]
1278:172:[27101941,27102112]
1280:169:[27107797,27107965]
1276:199:[27096790,27096988]
1277:126:[27097536,27097661]
1278:172:[27101941,27102112]
1281:717:[27107249,27107965]
1276:199:[27096790,27096988]
1277:126:[27097536,27097661]
1278:172:[27101941,27102112]
1282:803:[27107163,27107965]
1276:199:[27096790,27096988]
1277:126:[27097536,27097661]
1278:172:[27101941,27102112]
1283:667:[27107299,27107965]
1284:1993:[28208605,28210597]
1285:177:[28210757,28210933]
1286:177:[28211905,28212081]
1287:188:[28212193,28212380]
1288:288:[28212594,28212881]
1289:169:[28213316,28213484]
1290:134:[28214176,28214309]
1291:348:[28214657,28215004]
1292:1186:[28216543,28217728]
1293:71:[29385681,29385751]
1294:514:[29395015,29395528]
1295:568:[29911639,29912206]
1296:304:[29912374,29912677]
1297:212:[29911639,29911850]
1296:304:[29912374,29912677]
1298:4302:[30244512,30248813]
1299:143:[30250513,30250655]
1300:85:[30252191,30252275]
1301:92:[30254481,30254572]
1302:88:[30255306,30255393]
1303:161:[30257533,30257693]
1298:4302:[30244512,30248813]
1299:143:[30250513,30250655]
1301:92:[30254481,30254572]
1302:88:[30255306,30255393]
1303:161:[30257533,30257693]
1304:894:[30378079,30378972]
1305:364:[30380081,30380444]
1306:69:[30380560,30380628]
1307:228:[30380715,30380942]
1308:155:[30391531,30391685]
1309:2368:[30300465,30302832]
1310:169:[30303476,30303644]
1311:196:[30304791,30304986]
1312:222:[30307430,30307651]
1313:173:[30308847,30309019]
1314:188:[30313541,30313728]
1315:76:[30315583,30315658]
1316:239:[30315988,30316226]
1317:215:[30316704,30316918]
1318:146:[30318128,30318273]
1319:137:[30318473,30318609]
1320:144:[30319785,30319928]
1321:106:[30324481,30324586]
1322:161:[30325538,30325698]
1323:188:[30329083,30329270]
1324:146:[30329653,30329798]
1325:155:[30330707,30330861]
1326:241:[30331779,30332019]
1327:191:[30332838,30333028]
1328:43:[30338186,30338228]
1329:811:[30338691,30339501]
1330:137:[30341787,30341923]
1331:192:[30342873,30343064]
1332:175:[30343592,30343766]
1333:182:[30353440,30353621]
1334:54:[30354637,30354690]
1335:232:[30357012,30357243]
1336:100:[30358459,30358558]
1337:205:[30359051,30359255]
1338:194:[30365084,30365277]
1339:227:[30428647,30428873]
1340:121:[30432861,30432981]
1341:166:[30433573,30433738]
1342:73:[30433816,30433888]
1343:117:[30434448,30434564]
1344:89:[30434648,30434736]
1345:68:[30434810,30434877]
1346:180:[30435672,30435851]
1347:139:[30437288,30437426]
1348:63:[30439036,30439098]
1349:182:[30439211,30439392]
1350:151:[30439876,30440026]
1351:81:[30441743,30441823]
1352:92:[30442567,30442658]
1353:160:[30445851,30446010]
1354:232:[30565800,30566031]
1355:146:[30566436,30566581]
1356:67:[30601281,30601347]
1357:223:[30660304,30660526]
1358:85:[30677559,30677643]
1359:295:[30693541,30693835]
1360:1336:[30698379,30699714]
1361:208:[30701807,30702014]
1362:181:[30723954,30724134]
1363:86:[30724899,30724984]
1364:214:[30733351,30733564]
1365:346:[30733872,30734217]
1366:56:[30671219,30671274]
1359:295:[30693541,30693835]
1360:1336:[30698379,30699714]
1361:208:[30701807,30702014]
1367:3751:[30714719,30718469]
1368:184:[30671736,30671919]
1359:295:[30693541,30693835]
1360:1336:[30698379,30699714]
1361:208:[30701807,30702014]
1367:3751:[30714719,30718469]
1369:740:[30968359,30969098]
1370:126:[30969889,30970014]
1371:210:[31002858,31003067]
1372:127:[31120493,31120619]
1373:313:[31121152,31121464]
1374:181:[31131149,31131329]
1375:47:[31132338,31132384]
1376:430:[31135896,31136325]
1377:732:[31538240,31538971]
1378:1651:[31653626,31655276]
1379:371:[31661462,31661832]
1380:1159:[31691449,31692607]
1381:683:[31709330,31710012]
1382:209:[31720716,31720924]
1383:850:[31743708,31744557]
1384:86:[31747611,31747696]
1385:748:[31768391,31769138]
1386:521:[31797710,31798230]
1387:484:[31802593,31803076]
1388:454:[31812645,31813098]
1389:274:[31852363,31852636]
1390:160:[31859508,31859667]
1391:495:[31863781,31864275]
1392:256:[31869173,31869428]
1393:220:[31874189,31874408]
1394:329:[31913853,31914181]
1395:193:[31933416,31933608]
1396:294:[31962423,31962716]
1397:617:[31964758,31965374]
1398:190:[31971004,31971193]
1399:148:[31973439,31973586]
1400:254:[32090842,32091095]
1401:220:[31986004,31986223]
1402:172:[31988773,31988944]
1403:225:[31992945,31993169]
1404:199:[32007582,32007780]
1405:274:[32015182,32015455]
1406:253:[32119268,32119520]
1407:241:[32127456,32127696]
1408:557:[32185014,32185570]
1409:695:[32201357,32202051]
1410:912:[32252963,32253874]
1411:319:[32410477,32410795]
1412:1356:[33043312,33044667]
1413:193:[33057361,33057553]
1414:88:[33057710,33057797]
1415:167:[33057880,33058046]
1416:159:[33060619,33060777]
1417:158:[33063109,33063266]
1418:115:[33064129,33064243]
1419:102:[33064661,33064762]
1420:192:[33065606,33065797]
1421:87:[33066516,33066602]
1422:169:[33067125,33067293]
1423:110:[33068425,33068534]
1424:183:[33068881,33069063]
1425:178:[33073307,33073484]
1426:144:[33074088,33074231]
1427:137:[33074556,33074692]
1428:163:[33076077,33076239]
1429:85:[33078586,33078670]
1430:457:[33103975,33104431]
1431:221:[33031934,33032154]
1432:98:[33036102,33036199]
1433:71:[33038761,33038831]
1434:119:[33039570,33039688]
1435:461:[33040783,33041243]
1412:1356:[33043312,33044667]
1436:127:[33057361,33057487]
1414:88:[33057710,33057797]
1415:167:[33057880,33058046]
1416:159:[33060619,33060777]
1417:158:[33063109,33063266]
1418:115:[33064129,33064243]
1419:102:[33064661,33064762]
1420:192:[33065606,33065797]
1421:87:[33066516,33066602]
1422:169:[33067125,33067293]
1423:110:[33068425,33068534]
1424:183:[33068881,33069063]
1425:178:[33073307,33073484]
1426:144:[33074088,33074231]
1427:137:[33074556,33074692]
1428:163:[33076077,33076239]
1437:46:[33077735,33077780]
1429:85:[33078586,33078670]
1430:457:[33103975,33104431]
1412:1356:[33043312,33044667]
1413:193:[33057361,33057553]
1414:88:[33057710,33057797]
1415:167:[33057880,33058046]
1416:159:[33060619,33060777]
1417:158:[33063109,33063266]
1418:115:[33064129,33064243]
1419:102:[33064661,33064762]
1420:192:[33065606,33065797]
1421:87:[33066516,33066602]
1422:169:[33067125,33067293]
1423:110:[33068425,33068534]
1424:183:[33068881,33069063]
1425:178:[33073307,33073484]
1426:144:[33074088,33074231]
1427:137:[33074556,33074692]
1428:163:[33076077,33076239]
1437:46:[33077735,33077780]
1429:85:[33078586,33078670]
1430:457:[33103975,33104431]
1438:203:[33452628,33452830]
1439:93:[33458516,33458608]
1440:98:[33528719,33528816]
1441:38:[33452793,33452830]
1439:93:[33458516,33458608]
1442:900:[33640529,33641428]
1443:98:[33642017,33642114]
1444:124:[33642717,33642840]
1445:68:[33647140,33647207]
1446:386:[33650991,33651376]
408:38:[33664123,33664160]
409:141:[33665303,33665443]
410:117:[33671272,33671388]
411:101:[33678950,33679050]
1447:606:[33683994,33684599]
1448:137:[33749495,33749631]
1449:826:[33765441,33766266]
1450:301:[33973983,33974283]
1451:97:[33974581,33974677]
1452:133:[33975470,33975602]
1453:160:[33976434,33976593]
1454:169:[33982147,33982315]
1455:500:[33984414,33984913]
1450:301:[33973983,33974283]
1451:97:[33974581,33974677]
1452:133:[33975470,33975602]
1453:160:[33976434,33976593]
1456:69:[33979958,33980026]
1454:169:[33982147,33982315]
1457:505:[33984414,33984918]
1458:3814:[34162983,34166796]
1459:153:[34185901,34186053]
1458:3814:[34162983,34166796]
1460:76:[34179951,34180026]
1461:82:[34182883,34182964]
